,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,ra,dec,koi_kepmag
2834,FALSE POSITIVE,0,1,1,0,3.719809197,135.068298,0.000206,-0.000206,1.279,3.5317,0.0105,-0.0105,2958.2,87.21,1873.0,2912.21,373.9,6284.0,160.0,-160.0,3.813,0.292,-0.097,2.348,288.80377,49.530788,13.123
2835,FALSE POSITIVE,0,1,1,1,1.612249049,131.85204,0.00231,-0.00231,1.171,4.235,0.13,-0.13,154.0,50.98,2713.0,12788.25,45.4,6732.0,187.0,-234.0,3.793,0.292,-0.097,2.569,298.35434,47.672081,12.775
2836,FALSE POSITIVE,0,1,0,0,44.258173075,188.495537,0.000127,-0.000127,0.815,7.58264,0.00849,-0.00849,20542.0,37.38,845.0,120.38,1282.3,6544.0,162.0,-179.0,3.839,0.292,-0.097,2.326,288.54199,43.255421,13.204
2837,FALSE POSITIVE,0,1,0,0,3.05933906,131.7541,0.0194,-0.0194,1.259,1.7332,0.0658,-0.0658,1169.2,36.0,1434.0,999.16,37.7,6238.0,197.0,-241.0,4.337,0.132,-0.198,1.116,288.90887,50.16283,14.077
2838,FALSE POSITIVE,0,1,1,0,0.624677585,131.8663,0.00262,-0.00262,0.522,2.411,0.104,-0.104,37.3,1.28,4391.0,87591.59,31.0,9653.0,272.0,-467.0,4.191,0.144,-0.216,1.996,298.04318,41.195,12.789
2839,FALSE POSITIVE,0,0,0,1,0.759763198,131.78816,0.00378,-0.00378,0.571,3.083,0.121,-0.121,202.5,1.2,1752.0,2227.19,30.8,5520.0,166.0,-182.0,4.572,0.034,-0.136,0.818,290.50125,40.6945,15.916
2840,FALSE POSITIVE,1,0,0,0,372.37369,138.0835,0.0362,-0.0362,0.3052,12.33,1.3,-1.3,666.1,2.68,267.0,1.2,15.6,6109.0,152.0,-211.0,4.455,0.045,-0.299,1.029,291.26672,47.114769,15.423
2841,FALSE POSITIVE,1,0,1,0,12.435190544,140.8323906,0.008911113748378729,-0.008911113748378729,0.321,3.8305,0.3187360541864822,-0.3187360541864822,71.9,0.52,545.0,20.93,4.8,4756.0,141.0,-141.0,4.676,0.032,-0.054,0.62,297.77292,40.589088,14.844
2842,CONFIRMED,0,0,0,0,20.0983676,207.57757,0.0048,-0.0048,0.02,5.207,0.144,-0.144,157.8,1.58,775.0,85.34,20.9,6053.0,121.0,-133.0,4.279,0.12,-0.12,1.26,295.70111,38.945831,13.358
2843,FALSE POSITIVE,1,0,0,0,85.112898,171.8254,0.00987,-0.00987,0.033,2.503,0.272,-0.272,513.8,2.21,422.0,7.48,8.0,6018.0,169.0,-211.0,4.485,0.054,-0.216,0.975,286.46753,38.385971,15.681
2844,FALSE POSITIVE,0,1,1,0,0.504426087,131.894825,0.000598,-0.000598,1.321,1.6276,0.0316,-0.0316,614.5,33.96,2339.0,7077.76,81.7,6043.0,182.0,-182.0,4.452,0.116,-0.174,0.901,290.74918,38.659111,15.213
2845,CONFIRMED,0,1,0,0,19.597317,135.26526,0.00808,-0.00808,0.87,4.508,0.143,-0.143,1014.1,3.78,671.0,47.9,23.7,5569.0,182.0,-182.0,4.368,0.158,-0.193,1.019,297.58392,41.541229,15.412
2846,FALSE POSITIVE,0,1,0,0,0.793663156,131.79065,0.00153,-0.00153,0.4,0.8244,0.0516,-0.0516,186.2,1.14,1614.0,1600.85,23.7,5077.0,167.0,-137.0,4.533,0.054,-0.072,0.825,281.44067,47.246471,14.549
2847,FALSE POSITIVE,0,0,1,1,2.81401302,133.0785,0.0201,-0.0201,0.567,5.801,0.159,-0.159,55.7,1.51,1723.0,2081.51,33.8,5541.0,182.0,-126.0,3.869,0.294,-0.126,1.967,285.41519,39.776009,12.511
2848,CONFIRMED,0,0,0,0,3.74031708,134.70305,0.00391,-0.00391,0.277,2.394,0.105,-0.105,165.6,1.38,1287.0,646.81,15.6,6260.0,168.0,-224.0,4.433,0.065,-0.195,1.063,293.88141,46.838879,15.331
2849,FALSE POSITIVE,1,0,0,0,205.30627,186.434,0.0348,-0.0348,0.1543,7.86,1.4,-1.4,671.0,2.48,314.0,2.29,6.4,6045.0,157.0,-198.0,4.494,0.044,-0.256,0.955,294.64081,43.45393,15.971
2850,FALSE POSITIVE,1,0,1,0,0.978046982,131.68639,0.000745,-0.000745,1.227,2.6137,0.0321,-0.0321,838.8,129.67,3146.0,23083.37,105.2,5100.0,123.0,-138.0,3.368,0.372,-0.248,4.569,292.99329,38.319489,13.211
2851,FALSE POSITIVE,0,0,1,1,1.332566763,132.04547,0.00661,-0.00661,0.474,4.001,0.178,-0.178,384.9,1.49,1318.0,713.45,18.2,5134.0,179.0,-179.0,4.599,0.033,-0.083,0.752,294.30887,46.413052,16.49
2852,FALSE POSITIVE,0,0,0,1,1.89131005,132.66204,0.00878,-0.00878,1.035,5.687,0.391,-0.391,155.6,6.4,1590.0,1507.16,18.7,5706.0,79.0,-68.0,4.255,0.198,-0.132,1.12,290.31827,37.91098,15.157
2853,CONFIRMED,0,0,0,0,0.692978457,131.80142,0.0017,-0.0017,0.938,1.1366,0.0548,-0.0548,61.0,2.24,3186.0,24240.83,20.9,6105.0,181.0,-163.0,3.805,0.32,-0.1,2.304,283.76407,42.222172,13.447
2854,FALSE POSITIVE,1,0,0,0,87.140633,169.262,0.008911113748378729,-0.008911113748378729,0.7967733323831242,18.11,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,11.37,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,297.25598,47.550491,15.149
2855,FALSE POSITIVE,1,0,0,0,185.53285,310.2503,0.0531,-0.0531,1.2682,31.46,1.8,-1.8,877.0,28.39,302.0,1.96,19.9,5817.0,158.0,-170.0,4.544,0.028,-0.255,0.87,289.61908,41.927189,15.692
2856,FALSE POSITIVE,0,1,1,1,0.885131111,131.8742,0.00568,-0.00568,0.715,3.377,0.21,-0.21,93.2,0.9,1818.0,2579.83,23.4,5904.0,159.0,-177.0,4.543,0.036,-0.204,0.867,298.86102,43.417679,14.549
2857,FALSE POSITIVE,0,0,0,1,1.85447373,132.50369,0.00642,-0.00642,0.514,2.665,0.248,-0.248,306.8,1.33,1221.0,527.79,18.9,5341.0,159.0,-159.0,4.609,0.032,-0.097,0.743,298.71082,47.369911,15.699
2858,FALSE POSITIVE,0,1,1,0,0.502622858,131.61123,0.00242,-0.00242,0.693,3.085,0.977,-0.977,146.0,1.41,2478.0,8838.66,41.1,6029.0,190.0,-211.0,4.385,0.09,-0.21,1.098,294.29196,38.138771,14.564
2859,CONFIRMED,0,0,0,0,31.8055128,150.6791,0.0149,-0.0149,0.476,3.979,0.312,-0.312,141.7,0.63,378.0,4.84,10.9,4729.0,143.0,-143.0,4.726,0.045,-0.024,0.525,288.45605,45.80212,13.831
2860,CONFIRMED,0,0,0,0,3.50472344,133.72225,0.00346,-0.00346,0.309,1.9464,0.0997,-0.0997,90.7,0.8,1019.0,254.49,18.4,5115.0,154.0,-139.0,4.477,0.095,-0.105,0.854,286.81937,46.91169,13.632
2861,CONFIRMED,0,0,0,0,124.827797,208.79191,0.00603,-0.00603,0.096,6.479,0.218,-0.218,647.5,2.57,350.0,3.56,17.1,5349.0,80.0,-80.0,4.353,0.14,-0.14,1.032,287.47122,46.080662,15.259
2862,FALSE POSITIVE,1,0,0,1,0.786260569,132.166816,0.000451,-0.000451,1.226,4.556,0.0334,-0.0334,877.1,15.72,1192.0,477.45,246.0,4223.0,119.0,-149.0,4.681,0.068,-0.027,0.557,294.53149,43.398659,14.04
2863,FALSE POSITIVE,1,0,1,0,0.597934463,131.95507,0.00114,-0.00114,1.224,3.1225,0.071,-0.071,515.0,23.2,2126.0,4834.45,72.2,6052.0,179.0,-197.0,4.539,0.05,-0.2,0.863,299.07944,40.825642,15.248
2864,FALSE POSITIVE,1,0,0,0,360.76458,148.5386,0.0474,-0.0474,1.7475,21.22,2.7,-2.7,383.7,60.3,216.0,0.52,10.0,5513.0,181.0,-140.0,4.616,0.03,-0.162,0.724,292.16028,47.166649,14.659
2865,FALSE POSITIVE,0,0,0,1,2.15292788,132.36514,0.00431,-0.00431,0.45,3.043,0.116,-0.116,41.4,1.02,1841.0,2708.61,21.5,5851.0,176.0,-132.0,3.969,0.357,-0.153,1.555,291.9632,43.88166,12.643
2866,FALSE POSITIVE,0,1,1,1,2.61585431,132.42844,0.00541,-0.00541,0.577,6.519,0.202,-0.202,169.8,1.28,1358.0,803.03,26.9,6131.0,164.0,-200.0,4.497,0.052,-0.208,0.945,291.22729,50.921791,15.181
2867,FALSE POSITIVE,0,0,1,1,1.061002863,132.52463,0.00387,-0.00387,0.337,1.962,0.128,-0.128,142.4,1.06,1679.0,1883.03,15.7,5767.0,156.0,-173.0,4.538,0.044,-0.176,0.881,297.86734,40.10257,15.213
2868,FALSE POSITIVE,1,0,0,0,363.35755,135.9933,0.0364,-0.0364,0.0406,19.85,1.8,-1.8,395.3,3.45,305.0,2.05,13.9,5086.0,138.0,-137.0,3.89,0.676,-0.416,1.783,292.27005,47.307362,14.661
2869,FALSE POSITIVE,0,1,1,0,0.924821319,132.09187,0.0035,-0.0035,0.401,2.594,0.106,-0.106,122.4,1.1,1963.0,3514.31,24.3,6135.0,183.0,-201.0,4.455,0.07,-0.21,0.974,287.47369,42.00375,15.293
2870,FALSE POSITIVE,0,0,0,1,4.4697452,133.00892,0.00702,-0.00702,0.982,5.33,0.304,-0.304,241.5,2.43,1248.0,574.11,33.8,6102.0,183.0,-183.0,4.316,0.175,-0.193,1.125,300.61877,44.594391,13.726
2871,CONFIRMED,0,0,0,0,214.881456,213.4044,0.0132,-0.0132,0.023,9.581,0.404,-0.404,759.2,2.68,286.0,1.59,16.1,5323.0,79.0,-79.0,4.378,0.126,-0.084,0.995,286.05243,39.09605,15.188
2872,FALSE POSITIVE,0,1,1,0,122.906853,195.9104,0.0217,-0.0217,0.974,15.97,1.4,-1.4,819.7,3.55,338.0,3.08,19.9,5692.0,186.0,-169.0,4.547,0.036,-0.192,0.866,296.49731,40.765629,15.593
2873,FALSE POSITIVE,1,0,1,1,12.422216754,141.8461927,0.008911113748378729,-0.008911113748378729,0.056,6.5533,0.3187360541864822,-0.3187360541864822,54.5,0.8,864.0,131.73,11.0,6231.0,173.0,-217.0,4.424,0.056,-0.21,1.084,297.60681,40.656479,13.598
2874,FALSE POSITIVE,1,0,0,0,383.43595,483.2484,0.02,-0.02,0.025,11.059,0.743,-0.743,1228.0,2.53,214.0,0.5,14.1,5576.0,166.0,-166.0,4.615,0.032,-0.128,0.729,294.74246,38.301811,15.27
2875,FALSE POSITIVE,0,1,1,0,0.842336445,131.73901,0.00739,-0.00739,0.266,1.519,0.276,-0.276,80.1,0.9,1941.0,3367.24,8.8,5765.0,156.0,-173.0,4.415,0.101,-0.188,0.998,299.12286,40.489071,13.319
2876,FALSE POSITIVE,1,0,0,0,339.42934084,187.5194914,0.008911113748378729,-0.008911113748378729,0.7967733323831242,7.5,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,291.14807,40.669399,13.113
2877,FALSE POSITIVE,1,0,0,1,0.914468919,132.120912,0.000352,-0.000352,1.271,2.695,0.0197,-0.0197,3426.3,36.84,1884.0,2978.16,189.0,5762.0,156.0,-173.0,4.415,0.105,-0.195,0.989,298.91278,40.110851,14.582
2878,FALSE POSITIVE,0,0,1,1,1.54039744,131.99974,0.00955,-0.00955,0.723,1.787,0.437,-0.437,127.6,1.08,1520.0,1267.95,7.0,5649.0,168.0,-168.0,4.421,0.164,-0.246,0.884,286.99091,38.916222,14.608
2879,CONFIRMED,0,0,0,0,8.45805119,137.06123,0.0044,-0.0044,0.697,2.998,0.126,-0.126,258.7,2.52,1117.0,367.05,18.3,6172.0,74.0,-86.0,4.198,0.13,-0.13,1.471,297.47711,39.877239,14.806
2880,CONFIRMED,0,0,0,0,101.1107014,215.5204,0.00806,-0.00806,0.046,8.029,0.21,-0.21,878.1,1.61,229.0,0.65,24.1,4133.0,74.0,-82.0,4.705,0.023,-0.033,0.561,285.34995,41.452209,15.134
2881,FALSE POSITIVE,1,0,1,0,0.907943645,132.133484,0.000964,-0.000964,1.356,1.9144,0.0551,-0.0551,1028.9,49.37,2219.0,5715.61,53.7,6434.0,155.0,-213.0,4.354,0.084,-0.21,1.166,297.36047,40.056141,13.819
2882,FALSE POSITIVE,0,0,1,0,94.446856,166.1513,0.0122,-0.0122,0.977,7.502,0.488,-0.488,436.4,7.13,611.0,32.93,20.0,5780.0,184.0,-163.0,3.729,0.672,-0.168,2.478,297.49054,41.8326,13.939
2883,FALSE POSITIVE,0,0,1,0,0.92565941,132.11002,0.00431,-0.00431,0.042,1.488,0.138,-0.138,30.0,0.88,2383.0,7600.86,11.2,6058.0,190.0,-232.0,4.135,0.24,-0.18,1.612,298.38754,44.151962,12.6
2884,FALSE POSITIVE,0,1,1,1,2.99194823,134.1641,0.0119,-0.0119,0.71,4.39,0.333,-0.333,99.6,0.78,1019.0,255.16,18.2,5269.0,158.0,-142.0,4.62,0.03,-0.096,0.727,298.57779,40.681438,14.395
2885,CONFIRMED,0,0,0,0,62.3026877,179.09948,0.00318,-0.00318,0.712,7.509,0.118,-0.118,859.3,3.05,454.0,10.05,45.0,5688.0,113.0,-101.0,4.415,0.1,-0.1,0.971,289.78052,49.89653,14.534
2886,CONFIRMED,0,1,0,0,72.3826983,179.49813,0.00787,-0.00787,0.791,8.279,0.164,-0.164,366.4,4.21,575.0,25.83,29.5,5508.0,110.0,0.0,3.897,0.195,-0.09,1.988,291.88004,45.387932,12.848
2887,FALSE POSITIVE,1,0,0,0,360.33012,159.4314,0.0408,-0.0408,0.3698,15.16,1.6,-1.6,1022.0,2.34,200.0,0.38,12.2,5054.0,160.0,-136.0,4.606,0.028,-0.089,0.74,291.90503,47.094929,15.892
2888,FALSE POSITIVE,0,1,0,1,0.566803149,131.79596,0.00128,-0.00128,0.822,1.643,0.149,-0.149,246.0,1.93,2380.0,7612.11,52.6,6147.0,172.0,-215.0,4.435,0.048,-0.192,1.096,293.18408,42.528019,14.65
2889,FALSE POSITIVE,0,0,1,0,15.3466028,143.8142,0.0136,-0.0136,0.591,4.966,0.404,-0.404,238.5,3.64,1194.0,480.12,13.0,6771.0,81.0,-81.0,3.934,0.195,-0.12,2.259,292.38293,38.40057,14.335
2890,FALSE POSITIVE,1,0,0,0,0.531106622,131.906467,0.000268,-0.000268,0.94,3.0293,0.0242,-0.0242,5133.6,7.54,1781.0,2371.49,286.2,4978.0,151.0,-136.0,4.539,0.071,-0.065,0.762,296.34622,50.390789,15.169
2891,FALSE POSITIVE,0,0,1,1,1.332547503,132.05767,0.00601,-0.00601,0.746,4.521,0.167,-0.167,130.3,1.23,1719.0,2062.92,25.5,6077.0,168.0,-210.0,4.471,0.058,-0.173,0.999,295.16696,46.754341,15.164
2892,CONFIRMED,0,0,0,0,225.585245,272.79566,0.00914,-0.00914,0.066,11.166,0.382,-0.382,754.9,3.71,348.0,3.48,18.6,5929.0,77.0,-77.0,4.243,0.138,-0.112,1.363,287.76456,38.294701,14.9
2893,CONFIRMED,0,0,0,0,24.4972683,133.92177,0.00605,-0.00605,0.817,5.43,0.202,-0.202,449.1,2.74,722.0,64.25,19.5,6392.0,156.0,-245.0,4.399,0.06,-0.18,1.162,295.78552,39.907921,15.152
2894,FALSE POSITIVE,1,0,0,0,4.20253859,132.3097,0.0197,-0.0197,0.937,5.389,0.561,-0.561,31.5,0.71,1136.0,394.08,8.8,5596.0,186.0,-186.0,4.343,0.195,-0.195,1.015,287.45532,38.23959,13.598
2895,FALSE POSITIVE,0,1,1,0,0.535578808,131.80805,0.0013,-0.0013,1.225,1.7973,0.0752,-0.0752,193.6,33.97,2870.0,16161.27,38.3,6610.0,162.0,-231.0,4.264,0.139,-0.186,1.313,299.75021,44.561981,13.94
2896,FALSE POSITIVE,0,0,1,0,0.89486317,132.21767,0.00769,-0.00769,0.65,2.657,0.183,-0.183,172.0,1.19,1764.0,2296.25,16.1,5764.0,170.0,-204.0,4.548,0.036,-0.192,0.863,298.90012,40.303589,15.863
2897,FALSE POSITIVE,1,0,1,0,368.71479,318.8424,0.0273,-0.0273,1.9265,16.46,1.8,-1.8,1210.0,91.06,236.0,0.73,10.9,5716.0,175.0,-177.0,4.544,0.028,-0.292,0.872,296.49731,40.765629,15.593
2898,FALSE POSITIVE,0,0,1,1,119.0192648,341.26197,0.00425,-0.00425,0.79,8.1,0.226,-0.226,1977.0,4.44,350.0,3.53,31.1,5754.0,182.0,-202.0,4.534,0.034,-0.195,0.905,291.58517,42.367229,15.644
2899,CONFIRMED,0,0,0,0,8.40693068,133.42739,0.00941,-0.00941,0.015,1.866,0.286,-0.286,167.1,1.95,1048.0,285.67,6.8,5365.0,159.0,-143.0,4.02,0.511,-0.219,1.533,283.78702,48.02956,13.801
2900,FALSE POSITIVE,0,1,1,1,0.974479091,132.37246,0.003,-0.003,0.224,1.866,0.124,-0.124,221.2,1.19,1513.0,1239.32,25.3,5043.0,168.0,-152.0,4.502,0.096,-0.072,0.819,298.53549,48.419479,14.655
2901,FALSE POSITIVE,0,1,0,1,3.57017774,134.4442,0.0221,-0.0221,0.094,4.473,0.546,-0.546,79.6,57.36,6119.0,331478.01,8.9,3812.0,87.0,-96.0,0.93,0.03,-0.03,69.001,300.60422,43.902946,13.334
2902,FALSE POSITIVE,0,0,1,0,1.10601182,131.83599,0.00927,-0.00927,0.532,2.577,0.266,-0.266,52.9,0.77,1903.0,3093.39,15.5,6241.0,175.0,-219.0,4.45,0.056,-0.224,1.031,289.17761,41.695171,14.363
2903,FALSE POSITIVE,0,1,1,1,6.873655305,132.4527832,0.008911113748378729,-0.008911113748378729,0.08,3.5415,0.3187360541864822,-0.3187360541864822,181.3,1.21,906.0,159.51,3.4,5668.0,152.0,-152.0,4.492,0.062,-0.188,0.912,300.4068,46.378941,14.046
2904,CONFIRMED,0,0,0,0,0.971915957,132.16504,0.00266,-0.00266,0.592,1.6023,0.0873,-0.0873,73.7,0.79,1609.0,1591.27,16.7,5196.0,83.0,-72.0,4.458,0.091,-0.039,0.889,292.28659,42.07246,14.5
2905,CONFIRMED,0,0,0,0,3.03196812,133.98825,0.0038,-0.0038,0.287,1.723,0.14,-0.14,81.5,0.9,1269.0,614.2,15.8,5755.0,154.0,-154.0,4.402,0.124,-0.186,0.993,292.78461,43.215981,13.421
2906,FALSE POSITIVE,0,0,1,0,1.2940561,131.861,0.119,-0.119,0.394,0.97,2.7,-2.7,51.2,5.27,4465.0,93976.84,6.4,6635.0,157.0,-255.0,3.092,0.435,-0.145,7.146,299.42017,40.73838,12.855
2907,FALSE POSITIVE,1,0,0,0,0.53936593,131.97457,0.00346,-0.00346,0.988,5.434,0.42,-0.42,145.0,9.19,5016.0,149399.93,57.6,6341.0,195.0,-195.0,3.301,0.396,-0.066,5.302,291.02097,36.903648,12.915
2908,FALSE POSITIVE,1,0,1,0,0.735146413,131.49953,0.00158,-0.00158,1.192,5.053,0.146,-0.146,275.4,168.34,5366.0,195250.9,78.0,6611.0,180.0,-180.0,3.112,0.536,-0.134,7.435,294.08896,39.128101,12.855
2909,FALSE POSITIVE,0,0,1,0,0.827351796,131.92381,0.00294,-0.00294,0.544,2.1885,0.092,-0.092,44.7,0.9,2208.0,5583.73,30.6,5609.0,168.0,-126.0,4.141,0.301,-0.129,1.31,293.8067,44.867352,12.9
2910,FALSE POSITIVE,1,0,0,1,0.618952198,131.590434,0.000259,-0.000259,1.282,2.8244,0.0165,-0.0165,8324.1,4.96,497.0,14.29,259.3,2661.0,0.0,0.0,5.283,0.0,0.0,0.116,290.47928,43.505268,13.593
2911,FALSE POSITIVE,1,0,0,0,1.31723412,132.13735,0.00236,-0.00236,1.07,7.284,0.13,-0.13,422.7,125.56,5471.0,211468.1,78.4,6740.0,163.0,-265.0,2.816,0.513,-0.054,12.08,296.61078,49.567039,13.449
2912,FALSE POSITIVE,0,0,1,0,4.44902309,131.75425,0.00498,-0.00498,0.034,1.373,0.168,-0.168,88.9,0.55,699.0,56.19,10.4,4353.0,118.0,-131.0,4.681,0.028,-0.048,0.603,285.69,40.99453,13.435
2913,FALSE POSITIVE,1,0,0,0,379.08202,287.504,0.0317,-0.0317,1.181,33.87,1.9,-1.9,1609.1,23.99,253.0,0.97,23.2,5982.0,189.0,-210.0,4.493,0.05,-0.2,0.96,290.31039,40.98143,15.813
2914,FALSE POSITIVE,1,0,0,0,366.31509,312.1401,0.0312,-0.0312,0.4314,12.41,1.5,-1.5,336.0,2.87,353.0,3.65,13.0,6705.0,179.0,-258.0,4.16,0.177,-0.282,1.524,289.55566,42.572048,13.974
2915,FALSE POSITIVE,1,0,1,0,0.536544193,132.03219,0.0037,-0.0037,0.267,2.918,0.129,-0.129,159.5,0.9,1745.0,2199.75,25.3,5041.0,151.0,-151.0,4.597,0.04,-0.06,0.728,291.24924,45.92149,15.89
2916,CONFIRMED,0,0,1,0,1.005205893,132.45541,0.00389,-0.00389,0.137,1.63,0.123,-0.123,97.5,0.85,1682.0,1893.23,15.0,5718.0,153.0,-170.0,4.549,0.035,-0.184,0.863,296.92361,43.566471,14.658
2917,FALSE POSITIVE,0,1,1,1,43.796785,158.9316,0.0216,-0.0216,1.187,18.84,1.3,-1.3,256.3,20.79,542.0,20.4,21.2,6109.0,182.0,-182.0,4.432,0.116,-0.174,0.941,295.93921,44.837379,14.372
2918,FALSE POSITIVE,0,1,1,1,0.952371227,132.34095,0.00257,-0.00257,1.2,3.926,0.152,-0.152,352.5,21.96,1870.0,2885.01,42.6,6086.0,164.0,-200.0,4.511,0.048,-0.18,0.921,290.72519,48.210411,15.868
2919,FALSE POSITIVE,0,0,1,1,1.089088292,132.0149343,0.008911113748378729,-0.008911113748378729,0.291,1.8599,0.3187360541864822,-0.3187360541864822,141.7,1.28,1914.0,3167.63,1.8,6194.0,195.0,-260.0,4.445,0.054,-0.216,1.069,287.95279,46.33176,15.693
2920,FALSE POSITIVE,1,1,0,0,1.1518407,132.6197092,0.008911113748378729,-0.008911113748378729,0.7967733323831242,2.53,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,287.80408,43.168961,15.206
2921,FALSE POSITIVE,1,0,0,0,7.7553808,134.5191,0.0123,-0.0123,1.235,22.321,0.513,-0.513,839.6,22.2,822.0,107.76,55.9,5607.0,192.0,-192.0,4.539,0.084,-0.116,0.766,300.18863,46.185768,15.553
2922,FALSE POSITIVE,0,1,1,1,0.730949487,132.22503,0.00636,-0.00636,0.86,2.367,0.214,-0.214,87.3,1.27,2311.0,6730.38,15.8,6238.0,68.0,-87.0,4.365,0.04,-0.12,1.191,289.80322,38.366692,14.184
2923,CONFIRMED,0,0,0,0,3.95116635,134.22411,0.00373,-0.00373,0.374,2.566,0.108,-0.108,60.9,0.83,1160.0,427.07,20.4,5574.0,111.0,-100.0,4.354,0.132,-0.108,1.065,285.72849,42.65453,12.639
2924,CONFIRMED,0,0,0,0,2.89223998,132.86232,0.00457,-0.00457,0.017,2.521,0.121,-0.121,44.3,0.7,1287.0,647.55,17.3,5574.0,111.0,-100.0,4.354,0.132,-0.108,1.065,285.72849,42.65453,12.639
2925,FALSE POSITIVE,1,0,1,0,0.991552822,131.90235,0.00187,-0.00187,1.158,1.135,0.127,-0.127,607.2,37.93,2558.0,10148.8,17.3,5908.0,163.0,-133.0,3.888,0.294,-0.126,1.862,285.5921,39.206268,11.968
2926,FALSE POSITIVE,0,0,1,1,1.89124187,132.7082,0.0107,-0.0107,0.198,4.415,0.26,-0.26,105.8,0.93,1312.0,698.9,20.8,5285.0,84.0,-73.0,4.474,0.06,-0.082,0.927,290.31589,37.977779,14.486
2927,CONFIRMED,0,0,0,0,184.77271,217.3573,0.0108,-0.0108,0.04,9.568,0.287,-0.287,951.4,2.41,268.0,1.21,21.0,5273.0,105.0,-105.0,4.566,0.025,-0.07,0.801,291.67682,38.874908,14.838
2928,FALSE POSITIVE,1,0,0,0,392.49728,203.1308,0.0273,-0.0273,0.1658,10.53,1.2,-1.2,1062.0,2.82,232.0,0.68,14.5,5737.0,163.0,-157.0,4.544,0.027,-0.269,0.872,286.58932,44.5247,15.814
2929,FALSE POSITIVE,1,0,1,0,363.41165,404.2733,0.0223,-0.0223,0.3923,14.79,1.5,-1.5,961.7,3.14,263.0,1.12,17.4,6025.0,154.0,-201.0,4.472,0.046,-0.275,0.999,293.53253,43.406151,15.445
2930,CONFIRMED,1,0,0,0,6.96704926,138.24776,0.00468,-0.00468,0.906,3.73,0.14,-0.14,213.7,6.14,1774.0,2341.58,18.6,6303.0,82.0,-75.0,3.595,0.263,-0.031,3.53,297.1243,47.037022,13.487
2931,FALSE POSITIVE,0,1,1,0,8.8109721,136.4718,0.0137,-0.0137,1.227,4.822,0.211,-0.211,24048.0,47.94,881.0,142.58,26.0,5780.0,146.2316808787397,-164.97595596755505,4.438,0.12260846943199885,-0.1426957652840006,1.0,294.46231,38.381912,18.533
2932,CONFIRMED,0,0,0,0,168.81133,211.43982,0.00976,-0.00976,0.083,6.582,0.36,-0.36,614.4,1.69,241.0,0.8,15.3,4798.0,95.0,-95.0,4.62,0.015,-0.045,0.707,297.285,49.21246,14.061
2933,CONFIRMED,0,0,0,0,67.968656,163.55972,0.00763,-0.00763,0.317,7.948,0.158,-0.158,321.8,1.71,443.0,9.09,27.3,5670.0,113.0,-102.0,4.387,0.138,-0.092,0.95,292.32645,38.657581,13.865
2934,FALSE POSITIVE,0,0,1,0,2.15681538,133.27151,0.00712,-0.00712,0.615,5.115,0.251,-0.251,106.5,1.06,1473.0,1114.9,22.6,6084.0,169.0,-212.0,4.45,0.07,-0.21,0.983,297.81674,43.440411,14.758
2935,FALSE POSITIVE,1,0,1,0,0.708563091,132.10298,0.00156,-0.00156,1.196,6.347,0.242,-0.242,414.5,15.38,1587.0,1501.41,90.8,5271.0,141.0,-157.0,4.669,0.027,-0.082,0.648,284.74942,48.558128,15.017
2936,FALSE POSITIVE,1,0,1,0,366.24282,307.2714,0.0361,-0.0361,0.235,15.76,1.9,-1.9,733.7,2.4,237.0,0.75,18.2,5713.0,158.0,-169.0,4.541,0.026,-0.25,0.893,290.60129,41.26902,15.501
2937,FALSE POSITIVE,0,1,1,1,1.33256418,132.0473,0.0122,-0.0122,0.559,4.701,0.357,-0.357,162.3,0.81,1262.0,602.26,20.7,5157.0,178.0,-178.0,4.641,0.066,-0.039,0.62,295.10251,46.732922,15.86
2938,FALSE POSITIVE,1,0,1,1,12.4258833,141.5008,0.0246,-0.0246,0.982,24.83,2.1,-2.1,93.6,2.19,1006.0,242.04,34.4,5611.0,197.0,-157.0,3.933,0.66,-0.264,1.632,297.75125,40.647388,13.369
2939,FALSE POSITIVE,0,0,1,0,1.387838134,132.11351,0.00318,-0.00318,0.38,2.252,0.106,-0.106,136.8,1.24,1783.0,2378.53,20.4,6273.0,175.0,-219.0,4.442,0.054,-0.216,1.044,295.64212,48.773071,15.167
